Provincia,Partido,Localidad,Otras Velocidades,Hasta 512 Kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Adsl,Cablemodem,Dial Up,Fibra Optica,Otras Tecnologias,Satelital,Wimax,Wireless,Población,Latitud,Longitud
Buenos Aires,La Plata,La Plata,145.0,68.0,757.0,7273.0,4557.0,4530.0,40848.0,132263.0,11804,131295,537,39486,805,9,0,3239,207620,-34.920863104693,-57.9540560062469
Buenos Aires,La Plata,Lisandro Olmos,0.0,0.0,0.0,1.0,131.0,0.0,27.0,2509.0,0,2667,0,0,0,0,0,0,0,-34.9976086009747,-58.043377425691
Buenos Aires,La Plata,Los Hornos,91.0,0.0,0.0,95.0,184.0,95.0,48.0,3673.0,0,3559,0,482,0,0,0,145,0,-34.973715513981,-57.9850539062724
Buenos Aires,La Plata,Manuel B Gonnet,0.0,0.0,0.0,27.0,61.0,20.0,5.0,12534.0,0,12328,0,318,0,0,0,0,0,-34.8819511933447,-58.0189915342036
Buenos Aires,La Plata,Ringuelet,0.0,0.0,0.0,61.0,56.0,28.0,3.0,4173.0,0,4065,0,255,0,0,0,0,0,-34.8910544941568,-57.9913781921596
Buenos Aires,La Plata,Ruta Del Sol,0.0,0.0,0.0,236.0,42.0,14.0,0.0,0.0,292,0,0,0,0,0,0,0,0,-34.9437333541431,-58.1732652389706
Buenos Aires,La Plata,Ruta Del Sol,0.0,0.0,0.0,236.0,42.0,14.0,0.0,0.0,292,0,0,0,0,0,0,0,2312,-34.9437333541431,-58.1732652389706
Buenos Aires,La Plata,Tolosa,0.0,0.0,0.0,104.0,163.0,73.0,11.0,13542.0,0,13380,0,513,0,0,0,0,0,-34.9007699307169,-57.9821293495972
Buenos Aires,La Plata,Transradio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,-34.8790055541958,-58.081733864461
Buenos Aires,La Plata,Villa Elisa,30.0,0.0,0.0,81.0,192.0,111.0,9.0,6792.0,0,6400,0,151,0,0,0,145,0,-34.8776205187118,-58.0907139194439
Buenos Aires,La Plata,Villa Elvira,30.0,0.0,0.0,107.0,223.0,76.0,22.0,4643.0,0,4811,0,145,0,0,0,1068,0,-34.9406437624757,-57.9214984675578
Buenos Aires,La Plata,Villa Garibaldi,30.0,0.0,0.0,29.0,75.0,11.0,0.0,0.0,0,0,0,0,0,0,0,904,0,-34.9986517196678,-57.8404966243711
Buenos Aires,La Plata,Villa Montoro,30.0,0.0,0.0,29.0,75.0,11.0,0.0,0.0,0,0,0,0,0,0,0,145,0,-34.9634490535296,-57.9025001308298
Buenos Aires,La Plata,Villa Parque Sicardi,30.0,0.0,0.0,29.0,75.0,11.0,0.0,0.0,0,0,0,0,0,0,0,1094,0,-34.9830288461923,-57.8674653074052
Buenos Aires,Lanús,Gerli,0.0,3.0,16.0,28.0,374.0,8.0,3017.0,8933.0,42,6192,14,6109,3,0,0,0,33704,-34.6909571502715,-58.3838628492162
Buenos Aires,Lanús,Lanús Este,0.0,5.0,41.0,449.0,841.0,322.0,11975.0,29161.0,551,26865,83,26681,82,1,0,315,55952,-34.7108609216651,-58.3725047463731
Buenos Aires,Lanús,Lanús Oeste,1.0,1.0,0.0,469.0,1228.0,36.0,89.0,25456.0,0,12109,1,14750,0,0,0,364,159094,-34.6957815314992,-58.416253274019
Buenos Aires,Lanús,Monte Chingolo,0.0,7.0,13.0,221.0,393.0,54.0,15891.0,10410.0,73,10735,47,15991,71,0,0,0,86220,-34.7302098940207,-58.3561741850066
Buenos Aires,Lanús,Remedios Escalada De San Martin,136.0,0.0,18.0,259.0,1053.0,9.0,5101.0,13146.0,65,14123,19,5154,19,0,0,344,82576,-34.723808815713,-58.397669711018
Buenos Aires,Lanús,Valentín Alsina,1.0,8.0,27.0,129.0,422.0,124.0,9506.0,9459.0,192,7221,79,12116,91,0,0,3,41716,-34.672035526127,-58.4134851675076
Buenos Aires,Laprida,Laprida,0.0,0.0,0.0,22.0,0.0,1289.0,990.0,471.0,0,22,0,2741,0,0,0,0,8840,-37.5467976434903,-60.7970535965801
Buenos Aires,Laprida,Pueblo Nuevo,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,36,-37.3263227,-60.9098409
Buenos Aires,Laprida,Pueblo San Jorge,0.0,0.0,0.0,12.0,32.0,73.0,0.0,0.0,0,0,0,0,0,0,0,117,248,-37.2298626892886,-60.9621658450441
Buenos Aires,Las Flores,Coronel Boerr,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,15,-35.9414440334215,-59.0693547287839
Buenos Aires,Las Flores,El Trigo,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0,0,0,1,0,0,0,3,43,-35.8815483511482,-59.4063369903389
Buenos Aires,Las Flores,Las Flores,5.0,0.0,2.0,2724.0,2248.0,457.0,39.0,19.0,1803,0,0,2872,0,0,0,807,21455,-36.0154969145348,-59.1004659218434
Buenos Aires,Las Flores,Pardo,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,159,-36.2437580460508,-59.3662916338311
Buenos Aires,Leandro N. Alem,Alberdi Viejo,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,2,318,-34.4418003349,-61.8448787838164
Buenos Aires,Leandro N. Alem,El Dorado,0.0,1.0,0.0,117.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,117,318,-34.6528608747523,-61.5829085058874
Buenos Aires,Leandro N. Alem,Fortín Acha,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,103,-34.3430420274499,-61.5156655267073
Buenos Aires,Leandro N. Alem,Leandro N. Alem,0.0,0.0,0.0,244.0,5.0,0.0,0.0,0.0,0,185,0,0,0,0,0,64,2468,-34.5217246234597,-61.391182899484
Buenos Aires,Leandro N. Alem,Vedia,0.0,1.0,2.0,1277.0,282.0,1149.0,130.0,0.0,941,0,0,15,573,1,0,1307,8827,-34.4973984349932,-61.5453447631479
Buenos Aires,Lincoln,Arenaza,0.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0,0,0,293,0,0,0,0,1328,-34.9846043002155,-61.7729116988591
Buenos Aires,Lincoln,Bayauca,0.0,0.0,0.0,1.0,0.0,43.0,0.0,0.0,0,0,0,0,1,0,0,43,541,-34.8710511337121,-61.2895451446375
Buenos Aires,Lincoln,Carlos Salas,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,123,234,-35.3913662871435,-61.9949102331933
Buenos Aires,Lincoln,El Triunfo,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0,1,10,0,0,0,0,1543,-35.0882210775847,-61.5163333232822
Buenos Aires,Lincoln,Las Toscas,0.0,0.0,0.0,300.0,30.0,0.0,0.0,0.0,330,0,0,0,0,0,0,0,485,-35.3627586364746,-61.8061599731445
Buenos Aires,Lincoln,Lincoln,0.0,0.0,3.0,163.0,1535.0,464.0,4.0,7368.0,813,8713,39,11,1,0,0,0,28051,-34.869042222818,-61.5291649669285
Buenos Aires,Lincoln,Pasteur,0.0,2.0,0.0,486.0,1.0,0.0,0.0,0.0,0,0,0,0,0,2,0,487,1962,-35.1426386337075,-62.2439028944602
Buenos Aires,Lincoln,Roberts,0.0,0.0,0.0,0.0,614.0,71.0,14.0,0.0,0,0,1,699,0,0,0,0,2982,-35.1440875676884,-61.9707859541264
Buenos Aires,Lobería,Arenas Verdes,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,12,-38.5463782386967,-58.557322112625
Buenos Aires,Lobería,Licenciado Matienzo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,76,-37.9097927118145,-58.9120965943062
Buenos Aires,Lobería,Lobería,16.0,0.0,2.0,589.0,834.0,757.0,1.0,190.0,753,0,7,902,15,1,0,716,13005,-38.165273387122,-58.7822303314999
Buenos Aires,Lobería,Pieres,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,36,-38.3962306181995,-58.670580006548
Buenos Aires,Lobería,San Manuel,0.0,0.0,0.0,151.0,19.0,298.0,32.0,0.0,0,0,0,322,0,0,0,177,1126,-37.7892829007834,-58.8486476710495
Buenos Aires,Lobería,Tamangueyú,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,438,-38.2010112434137,-58.7373143964601
Buenos Aires,Lobos,Antonio Carboni,0.0,0.0,0.0,251.0,128.0,3.0,1.0,1.0,4,0,1,122,156,0,0,101,295,-35.2033088915799,-59.3449562581802
Buenos Aires,Lobos,Elvira,0.0,0.0,0.0,62.0,71.0,2.0,0.0,0.0,0,0,0,61,0,0,0,74,133,-35.243272141682,-59.4860397931491
Buenos Aires,Lobos,Lobos,1.0,0.0,35.0,1492.0,1750.0,306.0,3.0,1538.0,730,5,10,2850,0,0,0,1510,29868,-35.1858677983922,-59.0957115706922
Buenos Aires,Lobos,Salvador María,0.0,0.0,0.0,291.0,488.0,19.0,0.0,0.0,87,0,0,446,0,0,0,265,830,-35.3028071422894,-59.1696841440203
Buenos Aires,Lomas De Zamora,Banfield,1.0,11.0,22.0,231.0,3728.0,168.0,9924.0,54230.0,302,58077,80,9727,180,1,0,0,233339,-34.7379027155314,-58.440675368556
Buenos Aires,Lomas De Zamora,Llavallol,7.0,5.0,16.0,55.0,401.0,63.0,7137.0,6783.0,136,7197,34,7044,36,0,0,2,43211,-34.7946182344111,-58.4320908524909
Buenos Aires,Lomas De Zamora,Lomas De Zamora,328.0,16.0,37.0,1971.0,1857.0,514.0,11035.0,34061.0,550,35345,112,11636,300,2,0,2332,116615,-34.7627676410061,-58.4267903899666
Buenos Aires,Lomas De Zamora,Temperley,0.0,2.0,6.0,97.0,1429.0,27.0,9268.0,23978.0,39,25508,19,9103,50,2,0,0,116368,-34.767486625425,-58.3780461337408
Buenos Aires,Lomas De Zamora,Turdera,0.0,4.0,12.0,20.0,139.0,3.0,6348.0,2257.0,38,2399,21,6294,1,0,0,0,10199,-34.789560716095,-58.4041056486523
Buenos Aires,Lomas De Zamora,Villa Centenario,0.0,0.0,0.0,380.0,47.0,43.0,1.0,39.0,0,45,0,165,0,0,0,300,51834,-34.7289932955803,-58.4283436419093
Buenos Aires,Lomas De Zamora,Villa Fiorito,1.0,0.0,0.0,784.0,68.0,29.0,0.0,162.0,0,175,0,203,0,0,0,666,44713,-34.7067104032516,-58.4451304500011
Buenos Aires,Luján,Barrio Las Casuarinas,0.0,0.0,0.0,27.0,21.0,15.0,55.0,44.0,0,0,0,115,0,0,0,25,0,-34.5607457195455,-59.1700837097016
Buenos Aires,Luján,Carlos Keen,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,20,557,-34.4862819813638,-59.2180861330698
Buenos Aires,Luján,Cortines,0.0,0.0,0.0,45.0,73.0,53.0,192.0,156.0,79,0,0,402,0,0,0,41,0,-34.5590633814317,-59.2044266157478
Buenos Aires,Luján,José María Jáuregui (Est. Jáuregui),0.0,0.0,0.0,32.0,431.0,310.0,1126.0,1911.0,450,1003,0,2356,0,0,0,20,0,-34.6028553295745,-59.1757529081248
Buenos Aires,Luján,Lezica Y Torrezuri,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,38,0,-34.5806997364467,-59.0582308683017
Buenos Aires,Luján,Luján,4.0,5.0,149.0,3586.0,1728.0,4699.0,685.0,16953.0,2440,12795,37,10525,37,1,0,2032,97363,-34.5706550661632,-59.109540176033
Buenos Aires,Luján,Olivera,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0,0,0,5,0,0,0,42,1926,-34.6265041710141,-59.2533805145177
Buenos Aires,Luján,Torres,0.0,0.0,0.0,27.0,12.0,131.0,0.0,0.0,148,0,0,0,0,0,0,21,2664,-34.4318215080317,-59.1287739002816
Buenos Aires,Magdalena,Magdalena,0.0,0.0,15.0,658.0,625.0,483.0,2503.0,196.0,708,2980,1,0,0,0,437,3,11093,-35.0806853032506,-57.5172585839912
Buenos Aires,Magdalena,Vieytes,0.0,0.0,0.0,87.0,0.0,6.0,0.0,0.0,0,0,0,28,0,0,0,84,287,-35.269568396303,-57.5757117447539
Buenos Aires,Maipú,Las Armas,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,99,0,0,0,0,0,0,54,365,-37.0860540989,-57.8285752273883
Buenos Aires,Maipú,Maipú,1100.0,0.0,0.0,55.0,189.0,421.0,2.0,0.0,644,0,7,0,1100,0,0,20,8883,-36.8648514645038,-57.8829166198472
Buenos Aires,Maipú,Santo Domingo,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0,0,0,0,0,1,0,7,95,-36.7137597811284,-57.5860126519926
Buenos Aires,Malvinas Argentinas,Area De Promocion El Triángulo,208.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,101,0,0,110,0,0,0,0,2877,-34.4544550576034,-58.7062417407487
Buenos Aires,Malvinas Argentinas,Grand Bourg,41.0,0.0,0.0,3083.0,1965.0,1861.0,2099.0,6677.0,3582,6742,0,5342,1,0,0,0,94441,-34.4869935800875,-58.7286750953502
Buenos Aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,22.0,0.0,0.0,185.0,211.0,258.0,22.0,3071.0,454,3207,0,2,1,0,0,110,28780,-34.5004325972609,-58.6618050648717
Buenos Aires,Malvinas Argentinas,Ingeniero Pablo Nogués,16.0,0.0,4.0,727.0,636.0,253.0,283.0,3125.0,1069,3114,3,853,3,0,0,1,42663,-34.4790933125467,-58.6989741628196
Buenos Aires,Malvinas Argentinas,Los Polvorines,4.0,5.0,12.0,90.0,360.0,89.0,6039.0,6521.0,263,6636,23,6167,5,1,0,1,59169,-34.5078746726212,-58.7013439131882
Buenos Aires,Malvinas Argentinas,Malvinas Argentinas,4.0,0.0,0.0,10.0,3.0,0.0,0.0,76.0,0,78,0,1,0,0,0,14,408,-34.5078746726212,-58.7013439131882
Buenos Aires,Malvinas Argentinas,Tortuguitas,127.0,1.0,0.0,692.0,1031.0,1951.0,27.0,5471.0,1620,3463,1,46,4170,0,0,0,45901,-34.4746661471823,-58.7513344097631
Buenos Aires,Malvinas Argentinas,Villa De Mayo,7.0,0.0,0.0,38.0,122.0,7.0,2585.0,3459.0,28,3585,3,2569,5,0,0,22,48136,-34.5061507591135,-58.6793063506777
Buenos Aires,Mar Chiquita,Coronel Vidal,141.0,0.0,0.0,43.0,1495.0,295.0,66.0,12.0,3,1607,0,284,0,0,0,159,6611,-37.452214188593,-57.7299500229319
Buenos Aires,Mar Chiquita,General Pirán,513.0,0.0,0.0,25.0,257.0,14.0,10.0,0.0,0,0,1,750,0,0,0,69,2934,-37.2778606745914,-57.7740148170475
Buenos Aires,Mar Chiquita,La Armonía,0.0,0.0,0.0,52.0,34.0,12.0,3.0,0.0,0,0,0,0,0,0,0,101,172,-37.774854850113,-57.6351210747907
Buenos Aires,Mar Chiquita,La Caleta,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,157,0,-37.7834384978567,-57.4647863685704
Buenos Aires,Mar Chiquita,Mar De Cobo,166.0,0.0,0.0,25.0,1128.0,211.0,87.0,2.0,182,0,1,1439,0,0,0,0,760,-37.7768000427976,-57.455658983424
Buenos Aires,Mar Chiquita,Santa Clara Del Mar,1.0,0.0,0.0,2815.0,672.0,0.0,0.0,0.0,2053,0,0,699,0,0,0,736,7713,-37.834833606977,-57.5079487213859
Buenos Aires,Mar Chiquita,Vivoratá,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15,0,1,0,303,956,-37.6627994476991,-57.6670967441538
Buenos Aires,Marcos Paz,Marcos Paz,941.0,1.0,28.0,422.0,861.0,633.0,42.0,8479.0,2567,8684,11,123,3,1,0,19,50460,-34.7965436888808,-58.8778211205753
Buenos Aires,Mercedes,Gowland,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,0,0,0,5,0,0,0,101,1738,-34.652429281715,-59.3523186300108
Buenos Aires,Mercedes,Jorge Born,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,191,-34.69896,-59.31944
Buenos Aires,Mercedes,Mercedes,1.0,7.0,44.0,891.0,2107.0,3177.0,3248.0,1806.0,1214,6307,59,2760,59,3,0,1588,56116,-34.6521715354886,-59.4295981722689
Buenos Aires,Merlo,Libertad,14.0,1.0,4.0,1758.0,635.0,48.0,14672.0,12064.0,98,12698,12,14523,11,1,0,1756,112806,-34.7085422423529,-58.6795867252566
Buenos Aires,Merlo,Mariano Acosta,9730.0,0.0,0.0,3.0,221.0,0.0,17.0,6983.0,4444,7223,0,5279,0,0,0,8,60717,-34.7154808073462,-58.7976740413845
Buenos Aires,Merlo,Merlo,194.0,8.0,26.0,1234.0,1137.0,138.0,23565.0,37604.0,426,38759,69,23369,121,0,0,1055,274130,-34.6823277014068,-58.7436432079669
Buenos Aires,Merlo,Pontevedra,0.0,0.0,5.0,303.0,2020.0,258.0,10.0,3744.0,678,3855,2,4,0,0,0,1802,37628,-34.7467959489481,-58.7060431536772
Buenos Aires,Merlo,San Antonio De Padua,30.0,4.0,2.0,436.0,106.0,6.0,6111.0,6620.0,15,6722,3,6061,4,0,0,460,42377,-34.6698581359268,-58.697930436646
Buenos Aires,Monte,Abbott,0.0,0.0,0.0,0.0,18.0,163.0,0.0,139.0,0,0,0,302,0,0,0,18,603,-35.2825062106661,-58.8042619084922
Buenos Aires,Monte Hermoso,Balneario Sauce Grande,0.0,0.0,0.0,31.0,477.0,8.0,91.0,89.0,1,0,0,695,0,0,0,0,118,-38.995357691335,-61.2152015930805
Buenos Aires,Monte Hermoso,Monte Hermoso,0.0,0.0,0.0,729.0,3732.0,274.0,823.0,399.0,14,0,0,5943,0,0,0,0,6351,-38.9815065384254,-61.3005457486605
Buenos Aires,Moreno,Cuartel V,0.0,0.0,0.0,0.0,762.0,14.0,1.0,33.0,0,34,4,631,0,0,0,145,45231,-34.5586595722532,-58.8163010886698
Buenos Aires,Moreno,Francisco Alvarez,1.0,0.0,45.0,527.0,615.0,393.0,598.0,4801.0,978,4550,10,1146,98,0,0,199,27954,-34.6073137077479,-58.859942785434
Buenos Aires,Moreno,La Reja,0.0,1.0,5.0,274.0,1406.0,422.0,57.0,5958.0,61,5247,8,2103,493,1,0,190,39685,-34.6452391234366,-58.8380252692761
Buenos Aires,Moreno,Moreno,5.0,9.0,43.0,3132.0,6591.0,16216.0,17551.0,26521.0,440,49824,88,18385,268,4,0,719,177572,-34.637632238148,-58.7921362740593
Buenos Aires,Moreno,Paso Del Rey,0.0,3.0,0.0,12.0,761.0,2.0,19.0,8085.0,0,6951,0,1824,0,3,0,100,49553,-34.6353876829627,-58.7503180890016
Buenos Aires,Moreno,Trujui,0.0,2.0,14.0,174.0,1584.0,42.0,9985.0,4730.0,240,3765,14,12337,2,0,0,130,112511,-34.5941439978594,-58.7557346559769
Buenos Aires,Morón,Castelar,0.0,0.0,0.0,148.0,337.0,42.0,78.0,29645.0,6,18780,0,11342,12,0,0,100,107962,-34.6644131034283,-58.6456427123911
Buenos Aires,Morón,El Palomar,0.0,4.0,0.0,161.0,220.0,81.0,23.0,13427.0,198,9280,4,4409,9,1,0,19,59312,-34.617707172718,-58.601533043415
Buenos Aires,Morón,Haedo,3.0,8.0,30.0,138.0,335.0,149.0,9434.0,13695.0,277,9929,102,13438,107,0,0,33,39511,-34.6440661183216,-58.5978176171897
Buenos Aires,Morón,Moron,9.0,21.0,69.0,295.0,617.0,560.0,7125.0,31560.0,844,20932,71,25230,88,3,0,19,96240,-34.6652227151167,-58.6190557007973
Buenos Aires,Morón,Villa Sarmiento,2.0,0.0,3.0,98.0,194.0,12.0,3457.0,6040.0,15,4790,19,4885,0,2,0,91,18082,-34.6346596523214,-58.5715757135423
Buenos Aires,Navarro,José Juan Almeyra,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,99,207,-34.9232643360691,-59.5422519447044
Buenos Aires,Navarro,Las Marianas,0.0,0.0,0.0,135.0,22.0,45.0,1.0,0.0,0,0,0,0,0,0,0,203,485,-35.053926378156,-59.5131011825281
Buenos Aires,Navarro,Navarro,1919.0,1.0,0.0,212.0,120.0,277.0,1480.0,334.0,392,1919,3,1814,0,1,0,194,13224,-35.0036066018879,-59.2774163163898
Buenos Aires,Necochea,Claraz,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,105,639,-37.8918269607856,-59.2866977775565
Buenos Aires,Necochea,Costa Bonita,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,0,-38.559592,-58.6306517
Buenos Aires,Necochea,Energía,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,63,-38.5580125335608,-59.3364566671065
Buenos Aires,Necochea,Juan N. Fernández,0.0,2.0,0.0,638.0,0.0,0.0,0.0,0.0,525,0,0,0,0,2,0,113,2721,-38.0091787783017,-59.2634988347821
Buenos Aires,Necochea,Necochea - Quequén,1.0,1.0,113.0,2145.0,3635.0,2640.0,644.0,15071.0,3244,4139,155,14662,156,1,0,2183,84784,-38.5711702285697,-58.7702419838751
Buenos Aires,Olavarría,Colonia Hinojo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,3841,-36.8800694499223,-60.1780552970612
Buenos Aires,Olavarría,Hinojo,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,13,0,0,0,0,1,0,0,3841,-36.8805120719062,-60.1771940245473
Buenos Aires,Olavarría,Olavarría,7.0,5.0,5.0,1038.0,1815.0,946.0,14.0,20592.0,3654,18401,6,2205,65,5,0,0,89721,-36.8920935788859,-60.3180046559577
Buenos Aires,Olavarría,Sierra Chica,0.0,0.0,0.0,0.0,1.0,0.0,0.0,509.0,0,510,0,0,0,0,0,0,4812,-36.843238222524,-60.2234271381196
Buenos Aires,Olavarría,Sierras Bayas,0.0,0.0,0.0,28.0,90.0,157.0,0.0,0.0,272,0,1,0,0,0,0,0,3849,-36.9225238148372,-60.2157925414657
Buenos Aires,Olavarría,Villa Alfredo Fortabat,0.0,0.0,0.0,0.0,191.0,4.0,0.0,0.0,195,0,0,0,0,0,0,0,3451,-36.9802714637124,-60.2790828437139
Buenos Aires,Patagones,Bahía San Blas,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,4,611,-40.5602246137406,-62.2380643077459
Buenos Aires,Patagones,Carmen De Patagones,4159.0,1.0,6.0,162.0,384.0,578.0,0.0,0.0,1112,0,26,4159,29,1,0,13,20533,-40.797298324401,-62.984754269904
Buenos Aires,Patagones,José B. Casas,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,5,40,-40.4363643935514,-62.5449343513868
Buenos Aires,Patagones,Juan A. Pradere,0.0,0.0,0.0,48.0,0.0,41.0,0.0,0.0,0,84,0,0,1,0,0,4,521,-39.5993801239416,-62.6510470779021
Buenos Aires,Patagones,Stroeder,0.0,0.0,0.0,174.0,0.0,452.0,0.0,0.0,0,0,1,452,1,0,0,173,1998,-40.1854869993736,-62.6205163469862
Buenos Aires,Patagones,Villalonga,0.0,0.0,0.0,248.0,210.0,653.0,0.0,0.0,117,0,7,749,0,0,0,245,4517,-39.915138786769504,-62.6188702678852
Buenos Aires,Pehuajó,Capitán Castro,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,49,-35.913692884071,-62.2240579143551
Buenos Aires,Pehuajó,Chiclana,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,0,-35.7327373193414,-61.7439272931387
Buenos Aires,Pehuajó,Francisco Madero,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,3,1389,-35.8483065194137,-62.0693918423117
Buenos Aires,Pehuajó,Inocencio Sosa,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,31,-35.7184196474894,-62.1142777365421
Buenos Aires,Pehuajó,Juan José Paso,10.0,0.0,0.0,391.0,0.0,12.0,0.0,0.0,0,0,0,28,0,0,0,385,2176,-35.8524740557321,-62.2962123802194
Buenos Aires,Pehuajó,Magdala,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,195,-36.0846707903374,-61.7254747841859
Buenos Aires,Pehuajó,Mones Cazón,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,1764,-36.2301776476091,-62.0069944091925
Buenos Aires,Pehuajó,Nueva Plata,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,206,-35.9199117438484,-61.8133995164977
Buenos Aires,Pehuajó,Pehuajó,164.0,0.0,20.0,1535.0,1690.0,1226.0,4.0,0.0,4347,1,68,5,69,0,0,265,31533,-35.8123030689596,-61.8988207561037
Buenos Aires,Pehuajó,San Esteban,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,92,-35.73274,-61.74393
Buenos Aires,Pellegrini,Pellegrini,0.0,1.0,0.0,843.0,56.0,241.0,2.0,0.0,311,797,5,0,0,3,0,32,5115,-36.2697352282386,-63.1652861097017
Buenos Aires,Pergamino,Acevedo,110.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,115,153,0,0,0,0,0,184,1499,-33.755665348987,-60.4408373865386
Buenos Aires,Pergamino,Fontezuela,0.0,0.0,0.0,129.0,10.0,1.0,0.0,0.0,22,0,0,107,1,0,0,10,365,-33.9138392371386,-60.4628650932084
Buenos Aires,Pergamino,Guerrico,1.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0,61,0,0,0,1,0,54,774,-33.6745849638169,-60.4006865938611
Buenos Aires,Pergamino,Juan A. De La Peña,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,51,211,-33.8322767381074,-60.4864895356947
Buenos Aires,Pergamino,La Violeta,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,346,0,0,0,0,0,0,0,1041,-33.7347851403163,-60.1701773086428
Buenos Aires,Pergamino,Manuel Ocampo,0.0,0.0,0.0,374.0,118.0,0.0,0.0,0.0,0,0,0,448,0,0,0,44,1078,-33.7647232673599,-60.6492429333859
Buenos Aires,Pergamino,Pergamino,14.0,4.0,95.0,1466.0,1088.0,510.0,17.0,19897.0,2564,18810,82,1201,82,2,0,524,91399,-33.8949900563191,-60.5716400794952
Buenos Aires,Pergamino,Pinzón,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,393,-33.9947211174052,-60.7316480040989
Buenos Aires,Pergamino,Rancagua,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,109,0,0,102,0,0,0,0,695,-34.0303722475767,-60.5042327001336
Buenos Aires,Pergamino,Villa San José,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,145,-34.0906695795004,-60.4162716627136
Buenos Aires,Pila,Casalins,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,66,-36.3181419923689,-58.5525025522873
